product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price
hb_2,health_beauty,01-04-2018,3,39.72231787176222,5.48,13.24,43,378,3,59.18,3.2,25,17,6,0,4,2018,8.5887,3388,12.81,4.0,5.49,18.01,4.9,5.46,11.73,4.1,6.02,12.75
bed_4,bed_bath_table,01-08-2017,5,248.6440188994116,10.15,49.73,60,405,1,629.68,3.1,22,15,5,0,8,2017,9.9982,3257,48.95,3.9,9.26,62.88,4.6,10.91,43.84,3.2,9.92,49.51
comp_9,computers_accessories,01-04-2017,5,742.050000970386,17.51,148.41,33,400,2,2476.21,4.3,69,15,4,0,4,2017,5.5613,4615,147.21,4.9,17.9,189.24,4.9,19.07,119.78,3.2,18.92,141.98
comp_3,computers_accessories,01-01-2018,1,156.85484951738306,22.61,156.85,28,376,3,3135.87,4.1,54,8,2,0,1,2018,8.402,3269,149.2,4.0,23.64,194.85,4.7,25.73,130.11,4.0,22.29,159.57
bed_10,bed_bath_table,01-06-2017,5,226.57837469455316,10.05,45.32,40,108,2,630.46,4.4,77,6,4,0,6,2017,10.757,4519,47.93,4.5,9.79,57.94,4.2,9.77,38.96,3.2,10.83,44.62
hb_2,health_beauty,01-09-2017,4,43.05373118869011,5.54,10.76,50,329,3,88.61,5.0,141,23,3,0,9,2017,5.502,3925,11.08,4.2,5.75,14.29,4.1,5.51,9.16,3.0,5.55,11.26
comp_9,computers_accessories,01-04-2017,4,462.39362011985855,29.81,115.6,39,334,1,2536.83,3.6,25,20,8,0,4,2017,5.1635,3873,110.18,4.8,30.42,143.2,4.8,35.58,94.33,3.4,32.56,114.32
comp_8,computers_accessories,01-02-2018,4,944.6193668072091,20.18,236.15,24,141,3,2542.05,3.1,165,9,3,0,2,2018,8.7919,3258,237.13,4.0,19.26,287.03,5.0,20.65,202.0,3.5,20.51,227.63
hb_7,health_beauty,01-10-2018,3,86.36108892789574,6.12,28.79,58,371,3,161.01,3.1,126,21,8,0,10,2018,11.1622,3203,28.72,4.2,6.18,36.86,4.2,7.26,27.32,4.4,6.4,28.88
comp_7,computers_accessories,01-02-2017,5,761.3046876469258,46.74,152.26,48,216,4,4479.88,4.2,96,19,8,0,2,2017,6.9304,3851,156.68,4.1,44.74,184.61,4.2,51.64,133.9,3.6,46.85,152.14
comp_7,computers_accessories,01-02-2018,3,1338.6925747494627,35.67,446.23,40,440,3,3309.12,3.9,105,9,9,0,2,2018,10.3517,3137,467.68,4.8,38.48,553.66,4.1,41.15,393.91,3.7,35.75,451.88
bed_7,bed_bath_table,01-02-2017,1,30.955804721488203,14.59,30.96,26,481,3,1411.66,4.6,43,22,2,0,2,2017,9.8477,4201,30.81,3.9,13.75,42.57,5.0,11.72,26.14,4.5,15.11,31.97
comp_2,computers_accessories,01-09-2018,6,634.3566664009439,21.2,105.73,46,281,4,2178.48,3.2,194,6,6,0,9,2018,6.0,4229,108.24,4.1,20.81,135.69,4.1,19.92,92.41,3.2,22.51,110.46
hb_10,health_beauty,01-06-2017,2,77.30691243750209,5.37,38.65,52,208,2,68.08,3.8,178,20,5,0,6,2017,8.5044,4735,38.83,3.9,5.08,48.7,4.3,6.02,31.37,4.4,5.26,40.22
bed_2,bed_bath_table,01-06-2018,2,107.64369863437916,11.48,53.82,37,393,2,685.79,4.0,119,22,10,0,6,2018,9.2245,3053,50.87,4.2,11.67,72.99,4.6,9.51,48.21,4.0,10.88,54.97
comp_1,computers_accessories,01-11-2018,12,5059.0008362520975,32.55,421.58,31,239,3,4290.14,3.3,96,16,2,1,11,2018,22.7535,3371,423.8,4.4,29.65,527.83,4.7,30.17,343.29,3.0,32.62,402.48
bed_2,bed_bath_table,01-10-2018,2,130.6976487455716,9.29,65.35,29,479,1,631.4,3.5,33,21,5,0,10,2018,6.7278,3770,59.63,4.8,8.95,93.82,4.8,10.75,45.79,3.7,10.06,64.55
hb_3,health_beauty,01-08-2018,1,12.678685735767187,6.7,12.68,43,259,3,291.02,4.4,155,24,3,0,8,2018,9.429,4809,13.15,4.5,7.32,16.47,4.8,7.91,10.88,4.1,6.43,12.18
bed_10,bed_bath_table,01-03-2017,2,124.4149221475916,13.47,62.21,23,445,1,1238.19,3.7,79,19,8,0,3,2017,8.5028,3994,56.59,3.6,14.19,77.39,4.4,15.21,55.45,4.3,12.7,63.19
comp_5,computers_accessories,01-08-2018,3,1356.188085505782,28.76,452.06,33,486,5,2889.13,3.8,39,16,8,0,8,2018,7.0671,3227,439.21,4.6,27.03,573.12,4.9,26.31,389.12,3.6,26.22,434.5
hb_9,health_beauty,01-11-2018,14,252.388924225748,6.26,18.03,39,123,2,178.97,4.1,111,24,2,1,11,2018,18.3735,3015,19.24,4.4,5.64,21.69,4.5,7.42,15.45,3.8,6.48,17.69
bed_3,bed_bath_table,01-05-2017,3,205.93822228141727,11.25,68.65,36,248,3,1228.79,3.6,40,5,9,0,5,2017,5.1186,4529,68.94,4.7,11.29,102.31,4.3,10.67,49.78,3.0,10.8,69.65
hb_7,health_beauty,01-03-2017,3,106.23547442855096,6.8,35.41,54,460,2,293.55,3.5,138,22,7,0,3,2017,10.4626,3147,32.04,4.2,7.14,48.86,4.5,5.6,32.49,4.4,7.41,36.42
hb_7,health_beauty,01-12-2017,11,289.6791698240868,7.42,26.33,21,335,1,297.83,4.6,90,23,8,1,12,2017,17.2538,4174,28.77,4.4,6.89,32.0,4.8,7.82,22.51,3.6,7.67,25.7
hb_5,health_beauty,01-12-2018,7,262.67202705771797,5.69,37.52,27,307,1,136.3,4.3,93,10,9,1,12,2018,22.0772,4703,35.95,4.2,5.27,48.56,5.0,5.75,35.03,3.4,5.69,38.2
comp_7,computers_accessories,01-06-2017,1,209.8815260191568,12.61,209.88,26,224,4,1304.96,3.9,160,17,10,0,6,2017,8.0297,3161,216.32,3.8,11.47,261.51,4.8,15.03,179.38,4.2,13.5,204.47
hb_4,health_beauty,01-05-2018,3,47.72331340080856,6.56,15.91,41,498,2,290.16,4.2,29,21,3,0,5,2018,11.868,4086,17.34,5.0,6.15,22.25,4.8,7.63,14.42,4.4,7.16,15.94
comp_6,computers_accessories,01-04-2018,3,1208.7722485613267,48.49,402.92,29,220,1,4909.23,4.0,47,13,5,0,4,2018,6.7314,3355,389.29,3.5,43.73,502.72,4.4,56.75,351.28,3.3,49.79,391.73
comp_3,computers_accessories,01-03-2017,2,878.4336716811872,19.74,439.22,60,352,4,2286.68,3.8,154,23,9,0,3,2017,5.2042,4394,449.27,4.9,21.68,531.25,4.0,21.8,370.2,3.6,19.31,450.38
comp_6,computers_accessories,01-11-2018,16,7685.943004816309,43.71,480.37,29,325,1,4673.71,3.5,130,19,6,1,11,2018,17.51,4630,484.08,3.8,47.37,593.6,4.1,43.82,422.13,3.3,39.68,458.08
hb_6,health_beauty,01-10-2017,4,144.01244254072003,5.89,36.0,52,137,3,93.81,4.9,128,19,2,0,10,2017,8.0563,3116,34.44,4.8,5.79,50.05,4.8,5.83,31.94,3.7,5.54,36.33
hb_2,health_beauty,01-05-2017,5,99.73470486007906,5.82,19.95,59,404,5,96.53,4.5,108,19,10,0,5,2017,5.4831,4954,21.36,4.5,5.41,24.76,4.9,5.91,16.17,3.4,5.73,19.02
comp_10,computers_accessories,01-01-2018,3,1218.6561006190332,14.3,406.22,32,264,5,1511.47,3.0,131,21,4,0,1,2018,5.3824,4961,385.91,4.6,15.63,504.38,4.2,15.23,346.2,4.1,15.3,403.08
bed_6,bed_bath_table,01-08-2017,7,323.8532969080609,10.12,46.26,25,358,2,663.52,4.4,20,12,9,0,8,2017,7.5966,3899,48.23,3.8,10.69,66.01,4.6,11.96,34.07,3.1,9.65,46.73
comp_6,computers_accessories,01-09-2017,7,2700.3876593994783,23.9,385.77,43,244,4,2186.24,4.7,114,15,2,0,9,2017,8.5622,4616,395.76,3.9,25.37,466.88,4.2,22.42,328.44,3.5,26.19,399.52
comp_2,computers_accessories,01-11-2018,18,7034.808683630809,24.5,390.82,41,148,5,3804.68,4.7,183,17,6,1,11,2018,18.8052,3516,393.25,3.5,25.5,506.0,5.0,23.89,332.05,3.4,25.51,403.22
comp_6,computers_accessories,01-11-2017,11,5354.955211127043,29.73,486.81,25,398,2,3185.72,3.8,99,14,8,1,11,2017,23.6264,3264,464.99,3.7,31.9,608.75,4.2,27.47,424.43,3.4,31.94,495.22
comp_5,computers_accessories,01-12-2017,7,1401.3101166189972,31.95,200.19,55,292,3,4186.73,3.6,42,21,3,1,12,2017,24.0609,4323,202.69,4.0,32.73,251.67,4.3,34.93,176.82,3.6,29.2,205.87
comp_1,computers_accessories,01-07-2018,5,1365.5337591985253,23.76,273.11,43,258,2,2143.03,3.2,64,15,9,0,7,2018,7.6174,3393,278.17,3.9,22.7,336.81,4.4,28.33,220.03,3.1,23.85,264.35
bed_2,bed_bath_table,01-03-2017,2,71.33035047274642,13.83,35.67,38,151,5,1464.81,4.0,148,21,2,0,3,2017,7.9591,4355,34.98,3.9,13.24,49.76,4.7,16.42,29.99,3.9,12.66,34.15
hb_10,health_beauty,01-10-2017,1,18.91872370922001,7.83,18.92,44,178,2,287.86,3.5,56,24,4,0,10,2017,9.5395,4476,17.38,4.5,8.15,24.97,4.6,7.24,16.9,3.4,7.98,19.61
hb_6,health_beauty,01-01-2018,4,52.708696528450915,6.46,13.18,35,327,5,286.68,4.2,82,19,5,0,1,2018,11.181,4093,12.27,3.9,6.39,18.3,5.0,6.19,12.0,4.3,6.05,13.4
bed_4,bed_bath_table,01-05-2018,3,105.28396513094052,17.69,35.09,43,447,5,1472.41,3.0,122,19,6,0,5,2018,10.2387,4593,31.64,4.4,18.09,44.69,4.6,15.86,25.22,4.1,16.24,34.04
hb_3,health_beauty,01-09-2018,1,32.16169452179699,6.96,32.16,32,409,2,269.37,4.5,74,6,9,0,9,2018,6.8956,4790,29.03,4.4,7.21,40.19,4.1,8.22,26.76,4.3,7.39,33.2
hb_9,health_beauty,01-09-2017,1,26.327618983410932,6.94,26.33,27,245,1,283.18,4.8,51,13,9,0,9,2017,10.1654,4854,24.75,4.4,6.99,34.84,4.3,6.58,24.0,4.3,7.17,27.08
comp_2,computers_accessories,01-03-2018,2,704.1977755649264,30.7,352.1,34,330,3,2817.38,3.6,16,18,2,0,3,2018,8.0978,3811,343.24,4.2,27.77,447.36,4.3,30.74,296.73,3.1,30.65,367.14
comp_7,computers_accessories,01-06-2017,1,405.77629123020176,13.43,405.78,25,291,2,1421.57,4.3,17,15,3,0,6,2017,6.1164,4718,402.11,4.8,14.27,513.52,4.7,11.34,335.18,3.4,12.92,395.63
comp_3,computers_accessories,01-11-2018,13,4084.879837374297,34.88,314.22,28,119,3,3060.02,3.7,130,9,9,1,11,2018,22.8929,3918,309.72,4.0,34.92,388.18,4.9,40.13,277.41,3.2,34.13,315.9
comp_1,computers_accessories,01-01-2017,3,532.6356815242713,30.21,177.55,36,210,2,3012.53,3.4,150,24,10,0,1,2017,11.0113,3866,183.92,4.5,28.58,225.07,4.1,26.16,156.91,3.0,31.53,181.67
bed_5,bed_bath_table,01-05-2017,2,76.13628010553836,10.61,38.07,27,124,2,917.92,4.0,117,25,9,0,5,2017,11.236,3128,34.9,4.4,10.07,42.17,4.1,10.15,27.91,3.4,10.02,39.82
bed_9,bed_bath_table,01-08-2017,3,173.53176647581438,14.72,57.84,56,223,2,1039.56,4.3,84,18,2,0,8,2017,9.875,4259,56.87,4.3,13.59,73.55,4.6,12.47,46.75,3.5,13.67,58.95
hb_3,health_beauty,01-04-2018,1,21.75578119564078,5.91,21.76,25,368,3,101.56,3.1,27,21,10,0,4,2018,7.9349,4039,23.48,4.2,5.98,27.0,4.6,6.36,19.06,3.4,5.33,22.24
comp_7,computers_accessories,01-09-2017,4,1737.788325131598,28.04,434.45,50,122,4,3142.63,3.2,105,13,2,0,9,2017,7.3354,3731,448.41,4.1,29.74,557.97,4.9,24.71,368.63,3.1,30.16,429.64
bed_2,bed_bath_table,01-06-2017,5,392.0164530126897,11.42,78.4,57,476,3,950.11,3.7,44,6,7,0,6,2017,7.6283,4118,71.61,3.6,11.12,106.58,4.5,12.43,56.04,4.0,11.89,74.55
hb_8,health_beauty,01-11-2017,15,447.7579297799354,5.92,29.85,50,423,2,104.42,4.2,44,7,9,1,11,2017,22.7281,3075,29.75,4.7,6.22,35.85,4.8,5.96,27.48,3.2,6.12,30.21
hb_4,health_beauty,01-04-2017,6,90.57858108913236,6.74,15.1,22,261,3,235.56,4.4,141,17,10,0,4,2017,11.3576,3969,14.18,3.9,6.33,20.8,4.3,6.04,13.78,3.3,6.63,15.71
hb_5,health_beauty,01-01-2017,4,62.55044569783877,6.71,15.64,42,499,1,176.76,4.3,177,15,6,0,1,2017,10.7528,3254,14.31,4.0,6.4,20.94,4.2,7.24,13.41,3.3,6.84,15.27
hb_8,health_beauty,01-07-2018,3,103.34457556864854,6.36,34.45,44,273,2,215.49,3.1,137,20,7,0,7,2018,5.6187,4892,36.36,4.8,6.03,46.58,4.6,5.18,28.53,4.0,6.13,35.82
comp_7,computers_accessories,01-05-2017,2,460.2324946893982,29.92,230.12,25,320,5,4552.47,5.0,56,22,6,0,5,2017,10.9141,3657,239.34,4.0,31.41,299.06,4.8,34.21,203.09,4.5,28.38,219.54
bed_5,bed_bath_table,01-02-2018,2,73.00806698289469,9.02,36.5,39,328,5,793.43,4.5,193,18,4,0,2,2018,8.9633,4412,33.02,4.4,9.5,45.42,4.0,10.24,31.27,3.9,9.14,36.96
hb_1,health_beauty,01-06-2018,3,82.82428559030164,7.57,27.61,42,414,4,266.11,4.9,80,25,2,0,6,2018,8.0961,3153,28.06,4.0,7.61,38.6,4.2,9.07,25.22,4.5,7.79,28.45
comp_6,computers_accessories,01-11-2018,11,3709.8961637736597,37.64,337.26,52,483,2,3860.4,4.4,17,9,9,1,11,2018,21.7753,3071,322.2,4.5,35.95,420.05,4.2,39.68,292.57,3.9,35.22,344.18
bed_6,bed_bath_table,01-02-2017,7,443.71620706110355,9.88,63.39,43,296,5,846.21,4.1,18,24,4,0,2,2017,10.4537,4390,67.67,3.9,10.71,74.03,4.6,10.25,44.61,3.5,9.0,60.42
hb_8,health_beauty,01-06-2018,3,37.6108840287514,6.35,12.54,24,393,2,155.83,3.6,145,16,8,0,6,2018,9.6133,3643,12.8,4.7,6.99,17.25,4.0,7.36,11.69,3.9,6.96,12.49
comp_2,computers_accessories,01-05-2017,3,374.8728823179327,28.51,124.96,21,476,2,4389.55,3.4,137,21,8,0,5,2017,10.7188,4870,122.9,3.8,28.33,150.79,4.3,23.96,112.15,3.3,26.5,130.87
comp_5,computers_accessories,01-02-2018,2,974.2091722156496,30.36,487.1,48,209,5,4037.17,3.7,83,20,5,0,2,2018,7.2838,3251,484.17,4.5,27.71,598.08,4.2,34.12,428.57,3.2,29.41,504.87
bed_3,bed_bath_table,01-02-2018,2,68.27368356181898,7.78,34.14,48,144,3,485.91,4.2,180,16,3,0,2,2018,10.6266,4126,34.03,3.9,7.76,41.68,4.1,7.65,27.74,3.5,8.28,32.62
comp_3,computers_accessories,01-05-2018,6,1700.235417915451,20.98,283.37,60,189,3,2674.43,4.0,140,12,3,0,5,2018,10.4393,3411,289.75,4.6,20.95,356.32,4.5,23.82,245.61,3.5,22.49,280.73
bed_1,bed_bath_table,01-04-2018,3,158.09848667995487,10.71,52.7,43,383,5,693.88,3.5,104,19,10,0,4,2018,11.6601,3265,55.47,4.3,10.43,60.63,4.7,9.17,38.96,3.9,10.03,51.53
comp_5,computers_accessories,01-02-2017,2,346.2702238950537,21.85,173.14,45,467,4,1874.84,3.7,144,18,8,0,2,2017,11.7895,4686,178.77,3.6,22.1,212.71,4.8,24.44,154.56,3.3,22.61,168.3
comp_6,computers_accessories,01-02-2017,4,1798.5148372882963,17.65,449.63,24,330,4,1872.83,3.2,184,21,7,0,2,2017,11.0947,3262,438.37,4.2,19.14,551.39,4.0,16.18,359.73,3.3,16.73,467.99
comp_3,computers_accessories,01-11-2017,18,5157.355773166696,31.25,286.52,47,357,1,2872.28,3.3,41,21,4,1,11,2017,19.2999,3622,293.99,3.5,29.4,348.25,4.3,31.38,243.18,3.9,33.81,286.8
bed_4,bed_bath_table,01-03-2018,1,32.51215049114911,11.53,32.51,42,365,3,901.53,3.5,30,13,5,0,3,2018,10.8743,4300,29.49,3.6,12.05,42.93,4.1,12.03,25.61,3.4,10.78,32.12
comp_5,computers_accessories,01-05-2017,4,1027.3497230473163,26.43,256.84,59,373,1,4205.78,4.7,138,25,4,0,5,2017,6.6585,4212,263.28,4.3,27.89,311.43,4.2,24.79,225.32,3.0,28.87,261.15
comp_10,computers_accessories,01-03-2017,4,824.7942518865157,51.46,206.2,58,272,5,4732.82,3.0,20,5,3,0,3,2017,10.9368,3093,208.5,4.6,53.58,261.43,4.6,61.55,171.51,3.5,49.81,197.52
comp_4,computers_accessories,01-10-2018,2,408.8388209878785,20.14,204.42,56,313,5,2771.19,3.3,173,5,9,0,10,2018,6.3001,4820,201.22,4.4,18.73,262.36,5.0,19.71,182.66,3.8,19.12,203.83
comp_5,computers_accessories,01-09-2018,1,400.4708547816171,23.36,400.47,50,225,4,3647.65,3.4,86,19,3,0,9,2018,10.7219,4410,410.64,4.5,22.95,503.71,4.4,26.96,356.59,4.3,25.28,393.02
bed_7,bed_bath_table,01-03-2018,3,130.74497719115544,12.27,43.58,50,337,2,1129.27,4.0,97,24,4,0,3,2018,8.0097,3640,40.88,3.9,12.51,51.16,4.4,10.62,33.49,3.2,12.39,45.34
comp_7,computers_accessories,01-06-2018,4,1572.800171556197,26.7,393.2,28,489,3,2375.83,4.6,141,22,3,0,6,2018,8.9662,3653,399.44,3.7,27.11,508.47,4.5,22.63,346.84,4.5,25.17,376.18
bed_5,bed_bath_table,01-08-2017,2,133.88666771330327,14.83,66.94,48,226,2,1013.82,4.6,34,6,6,0,8,2017,5.7229,4936,60.68,5.0,14.11,91.28,5.0,14.42,53.99,3.5,13.49,63.95
hb_4,health_beauty,01-10-2018,4,94.95147933208335,6.52,23.74,30,267,5,223.0,4.6,194,15,5,0,10,2018,9.0434,4562,22.44,4.0,6.14,31.4,4.1,6.43,19.89,3.7,6.96,23.08
bed_8,bed_bath_table,01-08-2018,4,281.6811477787382,8.91,70.42,39,354,1,757.19,4.0,33,17,10,0,8,2018,7.123,3936,74.98,4.1,8.31,88.3,4.7,10.59,55.76,3.8,9.29,67.38
bed_1,bed_bath_table,01-04-2018,5,179.08962129112396,10.5,35.82,23,244,4,801.2,3.5,162,25,9,0,4,2018,5.5376,3585,36.63,3.7,10.2,52.85,4.4,11.24,29.81,4.0,9.6,35.44
comp_7,computers_accessories,01-01-2017,4,650.9003285068891,21.91,162.73,28,235,3,1727.12,3.4,113,16,2,0,1,2017,6.1774,3820,168.05,4.8,23.81,195.95,4.9,23.1,137.0,3.9,21.49,166.83
bed_6,bed_bath_table,01-10-2017,6,383.2314213684883,13.65,63.87,55,247,1,937.55,4.0,108,21,9,0,10,2017,6.0251,4565,62.96,4.3,13.12,88.95,4.6,12.69,55.24,3.1,13.02,60.72
comp_3,computers_accessories,01-05-2017,6,2917.793303567394,44.39,486.3,26,301,3,4913.42,4.3,96,22,7,0,5,2017,9.6977,4546,481.2,4.5,41.02,618.98,4.9,38.73,405.86,3.9,41.93,476.92
bed_9,bed_bath_table,01-04-2018,2,101.71934185645765,10.26,50.86,22,123,1,955.75,3.0,45,15,9,0,4,2018,10.301,4063,47.4,4.5,10.47,59.42,4.2,9.17,39.86,3.0,10.94,53.27
hb_6,health_beauty,01-03-2017,1,16.944256412958943,5.66,16.94,59,263,2,83.86,3.8,110,24,6,0,3,2017,5.3544,4215,18.19,3.5,5.75,23.47,4.0,6.31,14.62,3.5,5.14,17.09
hb_10,health_beauty,01-09-2018,3,117.64203720214344,6.07,39.21,39,343,1,149.42,4.7,104,15,3,0,9,2018,6.9004,3853,39.56,4.7,5.73,49.22,4.2,6.84,35.54,4.4,5.57,39.02
comp_10,computers_accessories,01-05-2017,3,1344.8261465489272,22.98,448.28,50,235,5,2349.82,3.3,157,12,2,0,5,2017,5.3591,4195,429.61,4.4,24.38,547.39,4.8,19.79,392.35,3.2,21.91,442.05
hb_3,health_beauty,01-03-2018,2,60.78183301000072,6.43,30.39,35,116,5,152.11,4.8,189,8,5,0,3,2018,9.8801,3038,27.7,3.9,6.09,36.68,4.4,5.77,26.1,4.0,6.85,30.92
hb_3,health_beauty,01-06-2018,1,21.909764866224222,7.55,21.91,46,453,2,256.09,3.3,115,21,9,0,6,2018,9.6989,4787,20.4,5.0,8.27,29.53,4.8,8.03,18.71,3.9,8.1,21.45
comp_3,computers_accessories,01-12-2017,20,6955.119754932016,32.77,347.76,53,206,5,2870.72,4.4,93,20,10,1,12,2017,20.6423,3771,344.67,4.7,33.13,432.17,4.8,26.43,289.69,4.2,29.75,361.32
hb_9,health_beauty,01-03-2018,1,18.822023865303336,7.95,18.82,41,379,3,297.99,4.3,183,25,6,0,3,2018,11.0589,4249,17.73,4.8,7.67,25.47,4.7,8.25,15.77,3.9,8.24,18.96
hb_5,health_beauty,01-04-2017,3,54.83304249424921,5.89,18.28,55,252,2,157.27,4.2,86,14,5,0,4,2017,6.6333,4413,19.26,4.8,5.35,22.76,4.7,5.52,16.52,3.7,6.39,17.97
comp_8,computers_accessories,01-08-2018,2,210.94593180854488,23.54,105.47,42,386,3,2861.35,4.3,83,8,10,0,8,2018,9.4196,3777,101.06,4.9,21.42,129.3,4.9,24.26,84.67,3.8,23.54,100.93
hb_5,health_beauty,01-06-2017,6,168.1641610186355,5.61,28.03,22,247,1,72.47,4.9,98,19,6,0,6,2017,6.003,4530,27.14,3.9,5.05,38.77,4.3,4.98,24.13,4.0,5.76,28.29
hb_9,health_beauty,01-04-2017,1,31.863341633519425,5.5,31.86,37,387,3,54.06,4.8,45,8,5,0,4,2017,7.3991,3496,30.74,4.5,5.06,42.47,4.4,6.0,28.15,4.2,5.08,30.27
bed_4,bed_bath_table,01-11-2017,24,1147.9154111834468,13.74,47.83,23,151,4,1154.56,3.2,94,20,3,1,11,2017,23.5115,4395,45.48,4.3,13.41,52.86,4.6,13.13,38.65,3.4,12.63,46.94
bed_7,bed_bath_table,01-01-2017,4,155.3793901647968,7.92,38.84,50,344,2,415.97,4.3,83,15,6,0,1,2017,11.1153,4322,42.63,4.5,7.62,49.63,4.1,8.34,31.32,3.2,8.04,39.6
bed_9,bed_bath_table,01-02-2017,1,67.67360553297983,12.33,67.67,22,189,4,1140.73,3.9,55,6,8,0,2,2017,9.3342,4613,72.72,4.4,13.19,87.97,4.2,10.48,57.26,4.4,11.36,67.53
hb_1,health_beauty,01-03-2018,4,104.96493050889259,6.47,26.24,20,252,5,196.39,4.4,164,8,7,0,3,2018,9.0991,3582,24.07,3.9,6.22,31.79,4.6,7.5,21.41,4.2,6.58,26.85
hb_3,health_beauty,01-11-2018,13,379.9765559585155,5.72,29.23,52,339,3,141.21,3.6,59,8,7,1,11,2018,20.5646,3332,29.03,3.6,6.03,36.19,4.7,5.33,26.46,4.0,5.6,29.98
comp_3,computers_accessories,01-08-2018,2,529.8237822653325,23.86,264.91,20,477,3,2816.73,4.0,85,23,5,0,8,2018,9.0918,3359,276.43,3.7,24.62,324.54,5.0,23.4,215.12,3.5,23.39,254.72
comp_7,computers_accessories,01-11-2018,23,6116.396030796438,49.3,265.93,52,267,1,4533.09,3.3,112,8,4,1,11,2018,21.4823,3287,262.93,4.2,50.3,336.66,4.6,47.36,224.5,3.5,45.62,263.05
hb_1,health_beauty,01-06-2017,5,160.15485147383274,5.71,32.03,36,296,2,90.67,4.8,124,13,7,0,6,2017,9.1666,3618,30.17,4.1,5.48,38.81,4.1,4.91,28.28,3.6,5.82,30.69
comp_5,computers_accessories,01-12-2017,16,6432.8551516492535,47.43,402.05,43,454,2,4758.27,3.6,25,8,9,1,12,2017,19.7684,3628,405.54,4.9,43.87,515.77,4.9,56.37,324.87,3.3,49.54,383.57
bed_2,bed_bath_table,01-07-2018,2,111.6283299197674,12.8,55.81,60,251,3,786.51,3.2,167,12,5,0,7,2018,8.3689,4960,56.71,4.7,12.23,82.29,4.1,12.49,46.57,4.0,12.49,53.33
bed_8,bed_bath_table,01-08-2017,7,525.8411466387362,14.09,75.12,58,291,4,1019.35,4.2,189,22,9,0,8,2017,5.3385,4551,73.37,4.1,15.39,89.13,4.5,14.69,59.23,3.3,14.45,75.66
comp_4,computers_accessories,01-11-2017,17,2105.1922620013775,17.54,123.83,58,141,5,1739.35,3.3,124,21,7,1,11,2017,17.2677,3159,125.13,3.8,16.49,158.06,4.4,14.39,105.55,3.6,17.58,123.63
comp_9,computers_accessories,01-02-2017,5,2178.293216141505,18.9,435.66,52,203,5,2531.14,3.1,147,9,4,0,2,2017,5.4981,3671,420.21,3.8,19.05,544.82,4.6,15.46,351.23,4.4,20.19,426.8
comp_4,computers_accessories,01-08-2017,4,671.8193171504917,14.04,167.95,57,350,1,1308.75,4.1,140,19,2,0,8,2017,6.7209,3928,161.69,3.6,12.65,203.62,4.7,14.84,143.07,3.6,14.02,166.53
bed_8,bed_bath_table,01-09-2018,3,140.30574093261936,6.8,46.77,56,129,5,328.81,3.4,128,14,2,0,9,2018,9.1955,3810,43.75,4.7,7.05,53.29,4.5,6.74,41.69,4.4,6.22,45.74
hb_10,health_beauty,01-01-2017,2,66.94554873276726,6.36,33.47,24,123,4,137.48,3.4,98,7,10,0,1,2017,10.8144,3123,36.77,4.7,6.15,41.78,4.7,6.16,31.17,3.9,6.78,34.49
bed_5,bed_bath_table,01-08-2017,3,98.94259880169886,16.22,32.98,46,192,2,1339.71,3.8,174,25,8,0,8,2017,8.8401,3766,34.25,3.7,15.12,38.13,4.9,18.69,25.83,4.4,17.82,32.02
hb_7,health_beauty,01-08-2018,2,60.153141795492004,6.08,30.08,25,449,5,138.86,4.1,44,25,7,0,8,2018,9.1565,3242,29.98,3.8,6.37,38.61,4.0,5.73,25.68,4.2,6.16,29.36
bed_9,bed_bath_table,01-09-2018,1,58.36954720780367,13.05,58.37,28,472,2,1133.94,4.2,10,5,6,0,9,2018,8.4172,3948,61.83,4.3,12.49,81.37,4.0,13.03,47.98,3.4,13.66,55.59
comp_9,computers_accessories,01-12-2018,16,7625.435120038818,30.4,476.59,44,217,2,3339.31,4.8,127,16,4,1,12,2018,21.2568,3564,461.07,3.8,27.5,594.39,4.9,31.34,385.63,4.3,30.99,491.37
bed_1,bed_bath_table,01-12-2017,11,742.4229622085477,10.33,67.49,46,414,1,815.61,4.1,71,11,3,1,12,2017,17.688,3206,73.07,4.4,10.18,89.69,4.6,8.6,49.69,3.1,9.65,67.62
comp_10,computers_accessories,01-01-2018,3,639.9412841910928,15.71,213.31,23,225,1,1855.98,4.8,112,19,5,0,1,2018,9.5457,4105,211.19,4.2,15.91,273.29,4.7,16.83,170.95,4.4,17.27,218.01
bed_9,bed_bath_table,01-01-2017,1,73.98762011471717,10.99,73.99,38,219,5,644.67,4.0,91,23,7,0,1,2017,6.7933,3485,67.32,4.5,10.42,88.23,4.8,12.14,65.07,3.5,10.8,71.84
hb_7,health_beauty,01-03-2017,3,88.10423193525705,7.46,29.37,39,240,1,294.14,4.5,152,23,4,0,3,2017,10.361,4282,31.92,4.4,7.02,37.02,4.5,6.9,26.94,3.6,7.68,30.09
comp_1,computers_accessories,01-07-2018,4,1048.5205770351254,23.87,262.13,42,429,4,1928.9,3.8,144,15,8,0,7,2018,11.3648,3836,256.08,4.0,21.78,319.76,4.5,20.13,230.24,3.4,22.99,270.23
